time_T1_s,time_T2_s,time_T3_s,nose_T1,nose_T2,nose_T3,forehead_T1,forehead_T2,forehead_T3,left_cheek_T1,left_cheek_T2,left_cheek_T3,right_cheek_T1,right_cheek_T2,right_cheek_T3
138.7387,138.7387,138.7387,0.033700,0.035564,-0.021570,-0.020460,-0.005998,-0.008361,0.004137,-0.007691,0.004184,-0.009435,-0.013367,-0.052498
138.7671,138.7671,138.7671,0.033935,0.037512,-0.021404,-0.020571,-0.005902,-0.008328,0.004123,-0.007536,0.004182,-0.009432,-0.014257,-0.052615
138.7956,138.7956,138.7956,0.033946,0.039260,-0.021860,-0.020609,-0.005760,-0.008247,0.004019,-0.007385,0.004159,-0.009462,-0.015151,-0.052668
138.8241,138.8241,138.8241,0.034009,0.040772,-0.022475,-0.020653,-0.005578,-0.008048,0.003748,-0.007171,0.004147,-0.009661,-0.016041,-0.052818
138.8525,138.8525,138.8525,0.034112,0.042158,-0.022639,-0.020668,-0.005381,-0.007825,0.003536,-0.007029,0.004049,-0.009701,-0.016920,-0.052954
138.8810,138.8810,138.8810,0.034132,0.043393,-0.022788,-0.020722,-0.005121,-0.007553,0.003367,-0.006788,0.004030,-0.009752,-0.017660,-0.053038
138.9094,138.9094,138.9094,0.034009,0.044761,-0.022856,-0.020752,-0.004825,-0.007210,0.003282,-0.006460,0.004057,-0.009697,-0.018379,-0.053118
138.9379,138.9379,138.9379,0.034008,0.046107,-0.023079,-0.020718,-0.004516,-0.006751,0.003241,-0.006159,0.004150,-0.009620,-0.019068,-0.053012
138.9664,138.9664,138.9664,0.033864,0.047272,-0.023008,-0.020710,-0.004196,-0.006232,0.003238,-0.005868,0.004293,-0.009511,-0.019662,-0.052838
138.9948,138.9948,138.9948,0.033828,0.047942,-0.022994,-0.020620,-0.003865,-0.005640,0.003220,-0.005477,0.004487,-0.009459,-0.020172,-0.052605
139.0233,139.0233,139.0233,0.033753,0.048756,-0.022845,-0.020590,-0.003506,-0.004942,0.003292,-0.005067,0.004768,-0.009264,-0.020684,-0.052224
139.0517,139.0517,139.0517,0.033666,0.049502,-0.022926,-0.020470,-0.003096,-0.004015,0.003386,-0.004725,0.005211,-0.009101,-0.021238,-0.051588
139.0802,139.0802,139.0802,0.033301,0.049966,-0.022962,-0.020354,-0.002729,-0.002870,0.003465,-0.004388,0.005795,-0.008906,-0.021768,-0.050806
139.1087,139.1087,139.1087,0.033033,0.050339,-0.022804,-0.020188,-0.002295,-0.001472,0.003541,-0.004026,0.006524,-0.008814,-0.022218,-0.049956
139.1371,139.1371,139.1371,0.032512,0.050977,-0.022752,-0.020055,-0.001936,0.000054,0.003623,-0.003758,0.007743,-0.008551,-0.022687,-0.048698
139.1656,139.1656,139.1656,0.032273,0.051232,-0.022109,-0.019896,-0.001639,0.001730,0.003657,-0.003412,0.009392,-0.008560,-0.022996,-0.046771
139.1940,139.1940,139.1940,0.031984,0.052128,-0.021167,-0.019810,-0.001485,0.003456,0.003494,-0.003571,0.011298,-0.008993,-0.023287,-0.044659
139.2225,139.2225,139.2225,0.031174,0.052228,-0.020427,-0.019682,-0.001280,0.005258,0.004104,-0.003641,0.013371,-0.009215,-0.023974,-0.042482
139.2510,139.2510,139.2510,0.029800,0.051629,-0.019659,-0.019525,-0.001069,0.007005,0.004577,-0.003397,0.015292,-0.009338,-0.024513,-0.040623
139.2794,139.2794,139.2794,0.028732,0.050752,-0.019047,-0.019329,-0.000810,0.008606,0.004789,-0.003142,0.016997,-0.009513,-0.024847,-0.038819
139.3079,139.3079,139.3079,0.027955,0.049688,-0.018606,-0.019111,-0.000574,0.010096,0.004564,-0.002867,0.018539,-0.009844,-0.025152,-0.037260
139.3363,139.3363,139.3363,0.027297,0.048216,-0.018088,-0.018926,-0.000227,0.011468,0.004191,-0.002706,0.019767,-0.010101,-0.025244,-0.035834
139.3648,139.3648,139.3648,0.026733,0.046996,-0.017535,-0.018796,0.000168,0.012765,0.003857,-0.002551,0.020849,-0.010317,-0.025350,-0.034502
139.3932,139.3932,139.3932,0.026126,0.045667,-0.016962,-0.018607,0.000582,0.013918,0.003703,-0.002447,0.021702,-0.010341,-0.025480,-0.033240
139.4217,139.4217,139.4217,0.025755,0.044275,-0.016881,-0.018412,0.000962,0.014937,0.003540,-0.002430,0.022435,-0.010391,-0.025560,-0.032156
139.4502,139.4502,139.4502,0.025395,0.043018,-0.016932,-0.018227,0.001217,0.015761,0.003420,-0.002522,0.022955,-0.010346,-0.025792,-0.031279
139.4786,139.4786,139.4786,0.025256,0.041449,-0.017278,-0.017988,0.001414,0.016412,0.003245,-0.002789,0.023407,-0.010361,-0.026127,-0.030438
139.5071,139.5071,139.5071,0.024947,0.040339,-0.017364,-0.017819,0.001627,0.016970,0.003084,-0.003073,0.023739,-0.010310,-0.026543,-0.029720
139.5355,139.5355,139.5355,0.024707,0.039248,-0.017691,-0.017568,0.001828,0.017443,0.002906,-0.003347,0.024007,-0.010386,-0.026995,-0.029063
139.5640,139.5640,139.5640,0.024330,0.038589,-0.017785,-0.017374,0.002089,0.017890,0.002646,-0.003754,0.024212,-0.010376,-0.027507,-0.028570
139.5925,139.5925,139.5925,0.023728,0.037597,-0.017891,-0.017091,0.002354,0.018285,0.002280,-0.004104,0.024288,-0.010612,-0.028064,-0.028306
139.6209,139.6209,139.6209,0.023047,0.036498,-0.018131,-0.016917,0.002516,0.018525,0.001889,-0.004451,0.024240,-0.010791,-0.028538,-0.028216
139.6494,139.6494,139.6494,0.022815,0.035812,-0.018534,-0.016691,0.002643,0.018735,0.001332,-0.004850,0.024120,-0.011138,-0.029074,-0.028108
139.6778,139.6778,139.6778,0.022536,0.035173,-0.019040,-0.016495,0.002727,0.018918,0.000741,-0.005328,0.023941,-0.011410,-0.029663,-0.027982
139.7063,139.7063,139.7063,0.022259,0.034594,-0.019480,-0.016314,0.002819,0.019080,0.000095,-0.005808,0.023398,-0.011909,-0.030259,-0.028169
139.7348,139.7348,139.7348,0.021833,0.034073,-0.020217,-0.016168,0.002875,0.019154,-0.000627,-0.006425,0.022441,-0.012310,-0.030975,-0.028968
139.7632,139.7632,139.7632,0.021377,0.032575,-0.020830,-0.016043,0.002950,0.019299,-0.001354,-0.006969,0.021456,-0.012657,-0.032037,-0.029652
139.7917,139.7917,139.7917,0.020776,0.030807,-0.021113,-0.015967,0.002925,0.019444,-0.002085,-0.006917,0.020462,-0.013124,-0.032755,-0.030241
139.8201,139.8201,139.8201,0.020390,0.029175,-0.021468,-0.015992,0.002790,0.019631,-0.002800,-0.007191,0.019700,-0.013593,-0.033530,-0.030443
139.8486,139.8486,139.8486,0.019787,0.028022,-0.021579,-0.016045,0.002566,0.019871,-0.003538,-0.008041,0.019448,-0.014123,-0.034645,-0.030417
139.8771,139.8771,139.8771,0.018940,0.027199,-0.021417,-0.016129,0.002412,0.020161,-0.004142,-0.009127,0.020078,-0.014549,-0.035735,-0.029852
139.9055,139.9055,139.9055,0.018221,0.026699,-0.021212,-0.016082,0.002215,0.020510,-0.004737,-0.010057,0.020850,-0.015027,-0.036717,-0.028814
139.9340,139.9340,139.9340,0.017703,0.026048,-0.021177,-0.016017,0.002040,0.020925,-0.005393,-0.010970,0.021735,-0.015543,-0.037515,-0.027974
139.9624,139.9624,139.9624,0.017075,0.026028,-0.021398,-0.015919,0.002030,0.021404,-0.006098,-0.011686,0.022639,-0.016147,-0.038137,-0.027151
139.9909,139.9909,139.9909,0.016246,0.026037,-0.021104,-0.015837,0.002062,0.022088,-0.006739,-0.012183,0.023453,-0.016681,-0.038611,-0.026235
140.0194,140.0194,140.0194,0.015399,0.026206,-0.020815,-0.015748,0.002242,0.023013,-0.007475,-0.012586,0.024212,-0.017237,-0.038925,-0.025335
140.0478,140.0478,140.0478,0.014537,0.026737,-0.020498,-0.015684,0.002502,0.024124,-0.008126,-0.012791,0.024958,-0.017719,-0.039046,-0.024281
140.0763,140.0763,140.0763,0.013770,0.026470,-0.019909,-0.015592,0.002813,0.025452,-0.008724,-0.012955,0.025784,-0.018220,-0.039003,-0.023129
140.1047,140.1047,140.1047,0.013303,0.026302,-0.019232,-0.015518,0.003132,0.027011,-0.009369,-0.012992,0.026807,-0.018699,-0.038865,-0.021766
140.1332,140.1332,140.1332,0.012893,0.026294,-0.018658,-0.015434,0.003483,0.028730,-0.009867,-0.012940,0.027890,-0.019135,-0.038691,-0.020124
140.1616,140.1616,140.1616,0.012839,0.026412,-0.017706,-0.015304,0.003848,0.030595,-0.010287,-0.012897,0.029112,-0.019424,-0.038447,-0.018290
140.1901,140.1901,140.1901,0.012826,0.026595,-0.016384,-0.015117,0.004338,0.032581,-0.010650,-0.012851,0.030379,-0.019656,-0.038174,-0.016214
140.2186,140.2186,140.2186,0.012599,0.026624,-0.014708,-0.014952,0.004921,0.034596,-0.010866,-0.012729,0.031653,-0.019813,-0.037883,-0.014055
140.2470,140.2470,140.2470,0.012435,0.026618,-0.013053,-0.014797,0.005517,0.036607,-0.010975,-0.012541,0.032920,-0.019872,-0.037545,-0.011826
140.2755,140.2755,140.2755,0.012254,0.026526,-0.011264,-0.014581,0.006085,0.038586,-0.011032,-0.012411,0.034014,-0.019934,-0.037214,-0.009562
140.3039,140.3039,140.3039,0.011905,0.026903,-0.009864,-0.014431,0.006704,0.040483,-0.011068,-0.012229,0.034960,-0.019948,-0.036833,-0.007231
140.3324,140.3324,140.3324,0.011572,0.026813,-0.008614,-0.014250,0.007325,0.042281,-0.011047,-0.011976,0.035783,-0.019978,-0.036485,-0.004978
140.3609,140.3609,140.3609,0.011313,0.026606,-0.007449,-0.014046,0.007933,0.044003,-0.011061,-0.011660,0.036447,-0.019942,-0.036172,-0.002744
140.3893,140.3893,140.3893,0.011066,0.026513,-0.005908,-0.013835,0.008544,0.045732,-0.011060,-0.011375,0.037056,-0.019989,-0.035829,-0.000480
140.4178,140.4178,140.4178,0.010585,0.026351,-0.004273,-0.013645,0.009069,0.047408,-0.011053,-0.011124,0.037380,-0.019972,-0.035495,0.001714
140.4462,140.4462,140.4462,0.010337,0.026211,-0.002723,-0.013523,0.009421,0.049078,-0.011188,-0.010931,0.037013,-0.020034,-0.035200,0.003612
140.4747,140.4747,140.4747,0.009855,0.026163,-0.001113,-0.013560,0.009614,0.050858,-0.011370,-0.010926,0.036767,-0.020034,-0.034989,0.005375
140.5032,140.5032,140.5032,0.009371,0.025899,0.000733,-0.013680,0.009689,0.052602,-0.011564,-0.010923,0.036551,-0.019950,-0.034802,0.007433
140.5316,140.5316,140.5316,0.008826,0.025393,0.003049,-0.013862,0.009657,0.054345,-0.011649,-0.010993,0.036446,-0.019782,-0.034690,0.009609
140.5601,140.5601,140.5601,0.008436,0.024786,0.005380,-0.013964,0.009623,0.055955,-0.011691,-0.011121,0.036611,-0.019626,-0.034629,0.011840
140.5885,140.5885,140.5885,0.008219,0.024520,0.007759,-0.014069,0.009454,0.057446,-0.011677,-0.011265,0.036910,-0.019400,-0.034704,0.014168
140.6170,140.6170,140.6170,0.007909,0.023985,0.010271,-0.014055,0.009032,0.058795,-0.011685,-0.011112,0.037257,-0.019249,-0.034483,0.016485
140.6455,140.6455,140.6455,0.007637,0.024804,0.012458,-0.014041,0.008750,0.060010,-0.011697,-0.011739,0.037604,-0.019068,-0.034585,0.018794
140.6739,140.6739,140.6739,0.007229,0.025429,0.014715,-0.013985,0.009287,0.061037,-0.011620,-0.011456,0.037811,-0.018854,-0.034416,0.020910
140.7024,140.7024,140.7024,0.006771,0.025745,0.016940,-0.013879,0.011218,0.061956,-0.011506,-0.009619,0.038039,-0.018629,-0.033417,0.022837
140.7308,140.7308,140.7308,0.006401,0.025351,0.018931,-0.013814,0.014701,0.062691,-0.011511,-0.006663,0.038180,-0.018463,-0.031768,0.024706
140.7593,140.7593,140.7593,0.006131,0.025137,0.020868,-0.013719,0.019289,0.063402,-0.011374,-0.002998,0.038274,-0.018244,-0.029844,0.026373
140.7878,140.7878,140.7878,0.005783,0.025363,0.022675,-0.013621,0.024202,0.064026,-0.011165,0.000763,0.038326,-0.017992,-0.027858,0.027878
140.8162,140.8162,140.8162,0.005245,0.025592,0.024394,-0.013515,0.029052,0.064575,-0.010933,0.004119,0.038379,-0.017784,-0.025978,0.029243
140.8447,140.8447,140.8447,0.005124,0.025605,0.026181,-0.013442,0.033531,0.065054,-0.010666,0.007091,0.038436,-0.017506,-0.024226,0.030489
140.8731,140.8731,140.8731,0.004864,0.024866,0.027728,-0.013268,0.037692,0.065446,-0.010337,0.009715,0.038537,-0.017271,-0.022662,0.031645
140.9016,140.9016,140.9016,0.004792,0.024247,0.029036,-0.013110,0.041757,0.065775,-0.010001,0.012202,0.038580,-0.017013,-0.021112,0.032602
140.9300,140.9300,140.9300,0.004455,0.023709,0.030396,-0.012971,0.045970,0.066060,-0.009662,0.014668,0.038681,-0.016755,-0.019489,0.033550
140.9585,140.9585,140.9585,0.004374,0.023357,0.031551,-0.012820,0.050451,0.066301,-0.009319,0.017435,0.038749,-0.016472,-0.017718,0.034420
140.9870,140.9870,140.9870,0.004319,0.023399,0.032560,-0.012695,0.055287,0.066586,-0.009047,0.020451,0.038756,-0.016201,-0.015759,0.035298
141.0154,141.0154,141.0154,0.004653,0.023541,0.033427,-0.012511,0.060111,0.066825,-0.008675,0.023484,0.038820,-0.015953,-0.013747,0.036175
141.0439,141.0439,141.0439,0.004876,0.023351,0.034445,-0.012301,0.064761,0.066980,-0.008313,0.026305,0.038994,-0.015771,-0.011812,0.037123
141.0723,141.0723,141.0723,0.005147,0.022924,0.035475,-0.012091,0.069059,0.067034,-0.007917,0.028818,0.040006,-0.015624,-0.010018,0.038743
141.1008,141.1008,141.1008,0.005749,0.022257,0.036529,-0.011897,0.072893,0.067096,-0.007578,0.031057,0.041323,-0.015504,-0.008338,0.041067
141.1293,141.1293,141.1293,0.006372,0.021688,0.037922,-0.011788,0.076303,0.067288,-0.007259,0.033040,0.042516,-0.015393,-0.006849,0.043297
141.1577,141.1577,141.1577,0.006862,0.020661,0.039189,-0.011708,0.079590,0.067567,-0.006963,0.034881,0.043475,-0.015388,-0.005260,0.045432
141.1862,141.1862,141.1862,0.007345,0.019924,0.040495,-0.011788,0.083240,0.067985,-0.006743,0.036544,0.044259,-0.015407,-0.003807,0.047799
141.2146,141.2146,141.2146,0.007796,0.018526,0.042102,-0.011910,0.087006,0.068344,-0.006599,0.039288,0.044937,-0.015418,-0.001850,0.050084
141.2431,141.2431,141.2431,0.007971,0.017630,0.043695,-0.012107,0.090196,0.068728,-0.006499,0.041323,0.045556,-0.015440,-0.000050,0.052208
141.2716,141.2716,141.2716,0.008141,0.016229,0.045209,-0.012329,0.091875,0.069160,-0.006431,0.041779,0.046238,-0.015482,0.000897,0.054346
141.3000,141.3000,141.3000,0.008203,0.015522,0.046545,-0.012494,0.091690,0.069657,-0.006229,0.040830,0.047009,-0.015465,0.001085,0.056340
141.3285,141.3285,141.3285,0.008235,0.014400,0.047811,-0.012698,0.089949,0.070068,-0.006153,0.038966,0.047799,-0.015445,0.000726,0.058225
141.3569,141.3569,141.3569,0.008242,0.012893,0.049055,-0.012821,0.087428,0.070505,-0.006126,0.036710,0.048616,-0.015545,0.000161,0.059986
141.3854,141.3854,141.3854,0.008436,0.011071,0.050469,-0.012912,0.084728,0.070974,-0.006134,0.034625,0.049332,-0.015571,-0.000419,0.061505
141.4139,141.4139,141.4139,0.008530,0.009397,0.051422,-0.012950,0.082458,0.071441,-0.006146,0.032967,0.049965,-0.015587,-0.000777,0.062742
141.4423,141.4423,141.4423,0.008688,0.007960,0.052562,-0.013035,0.080686,0.071931,-0.006181,0.031705,0.050579,-0.015590,-0.000782,0.063800
141.4708,141.4708,141.4708,0.008510,0.006800,0.053588,-0.013086,0.079251,0.072388,-0.006264,0.030757,0.051302,-0.015657,-0.000680,0.064754
141.4992,141.4992,141.4992,0.008709,0.005217,0.054571,-0.013113,0.077555,0.072884,-0.006308,0.029620,0.051951,-0.015705,-0.000595,0.065611
141.5277,141.5277,141.5277,0.008702,0.003081,0.055519,-0.013155,0.075165,0.073344,-0.006392,0.027969,0.052669,-0.015821,-0.000815,0.066395
141.5562,141.5562,141.5562,0.008707,0.000361,0.056539,-0.013165,0.071880,0.073762,-0.006453,0.025791,0.053441,-0.015870,-0.001324,0.067109
141.5846,141.5846,141.5846,0.008301,-0.002718,0.057383,-0.013159,0.068100,0.074261,-0.006522,0.023280,0.054111,-0.015901,-0.002077,0.067712
141.6131,141.6131,141.6131,0.008111,-0.005081,0.057970,-0.013102,0.064089,0.074766,-0.006549,0.020800,0.054666,-0.015898,-0.002816,0.068098
141.6415,141.6415,141.6415,0.007936,-0.006765,0.058518,-0.012997,0.060220,0.075386,-0.006555,0.018454,0.054323,-0.015831,-0.003542,0.067640
141.6700,141.6700,141.6700,0.007603,-0.008371,0.058857,-0.012920,0.056660,0.075957,-0.006570,0.016394,0.053666,-0.015773,-0.004028,0.066291
141.6984,141.6984,141.6984,0.007164,-0.010235,0.058637,-0.012833,0.053550,0.076392,-0.006719,0.014606,0.052982,-0.015735,-0.004421,0.064807
141.7269,141.7269,141.7269,0.006715,-0.011902,0.058444,-0.012784,0.050582,0.076675,-0.006834,0.012981,0.052452,-0.015640,-0.004704,0.063183
141.7554,141.7554,141.7554,0.006249,-0.013699,0.057920,-0.012691,0.047273,0.076759,-0.006889,0.010995,0.052019,-0.015520,-0.005253,0.061091
141.7838,141.7838,141.7838,0.005792,-0.015968,0.056994,-0.012618,0.043383,0.076766,-0.006917,0.008469,0.051551,-0.015438,-0.006162,0.058739
141.8123,141.8123,141.8123,0.005634,-0.018298,0.055841,-0.012500,0.039011,0.076604,-0.006947,0.005596,0.050952,-0.015286,-0.007339,0.056308
141.8407,141.8407,141.8407,0.005425,-0.020088,0.054453,-0.012457,0.034605,0.076262,-0.006963,0.002709,0.050216,-0.015177,-0.008566,0.053698
141.8692,141.8692,141.8692,0.005267,-0.021814,0.052840,-0.012484,0.030574,0.075791,-0.007004,0.000256,0.049239,-0.015097,-0.009673,0.050922
141.8977,141.8977,141.8977,0.005044,-0.023652,0.051050,-0.012607,0.027181,0.075184,-0.007164,-0.001792,0.048116,-0.015105,-0.010416,0.048064
141.9261,141.9261,141.9261,0.004826,-0.025664,0.048962,-0.012834,0.024503,0.074494,-0.007350,-0.003394,0.046872,-0.015102,-0.010809,0.045119
141.9546,141.9546,141.9546,0.004622,-0.027278,0.046452,-0.013097,0.022260,0.073559,-0.007558,-0.004765,0.045550,-0.015079,-0.010918,0.042289
141.9830,141.9830,141.9830,0.004390,-0.028728,0.043982,-0.013390,0.020036,0.072454,-0.007850,-0.006072,0.044137,-0.015140,-0.011104,0.039504
142.0115,142.0115,142.0115,0.004224,-0.030138,0.041212,-0.013658,0.017531,0.071151,-0.008073,-0.007538,0.042602,-0.015136,-0.011537,0.036663
142.0400,142.0400,142.0400,0.004194,-0.031529,0.038384,-0.013869,0.014622,0.069696,-0.008256,-0.009268,0.040919,-0.015070,-0.012194,0.033905
142.0684,142.0684,142.0684,0.003945,-0.032388,0.035340,-0.014082,0.011768,0.067942,-0.008424,-0.010919,0.039177,-0.015047,-0.012911,0.031047
142.0969,142.0969,142.0969,0.003739,-0.032889,0.032192,-0.014224,0.009355,0.065958,-0.008532,-0.012222,0.037257,-0.014932,-0.013528,0.028068
142.1253,142.1253,142.1253,0.003704,-0.033416,0.028735,-0.014355,0.007592,0.063737,-0.008485,-0.013078,0.035288,-0.014857,-0.013961,0.025040
142.1538,142.1538,142.1538,0.003751,-0.033525,0.025401,-0.014516,0.006498,0.061188,-0.008357,-0.013587,0.033280,-0.014689,-0.014065,0.022004
142.1823,142.1823,142.1823,0.003805,-0.034099,0.022608,-0.014676,0.005875,0.058378,-0.008168,-0.013852,0.031983,-0.014427,-0.014133,0.019048
142.2107,142.2107,142.2107,0.003782,-0.035137,0.020123,-0.014807,0.005412,0.055219,-0.007967,-0.013981,0.030341,-0.014193,-0.014072,0.016184
142.2392,142.2392,142.2392,0.003822,-0.035931,0.017706,-0.015000,0.004930,0.051827,-0.007763,-0.014152,0.028606,-0.013886,-0.014142,0.013283
142.2676,142.2676,142.2676,0.004076,-0.036470,0.015187,-0.015101,0.004351,0.048215,-0.007516,-0.014352,0.026869,-0.013594,-0.014206,0.009969
142.2961,142.2961,142.2961,0.004258,-0.037061,0.012284,-0.015232,0.003742,0.044328,-0.007183,-0.014574,0.024673,-0.013296,-0.014368,0.006493
142.3245,142.3245,142.3245,0.004327,-0.037617,0.009187,-0.015299,0.003330,0.040228,-0.006895,-0.014595,0.022161,-0.012989,-0.014477,0.002906
142.3530,142.3530,142.3530,0.004701,-0.037735,0.006312,-0.015303,0.003137,0.035864,-0.006536,-0.014327,0.019515,-0.012664,-0.014575,-0.000626
142.3815,142.3815,142.3815,0.004872,-0.038272,0.003554,-0.015323,0.003210,0.031324,-0.006138,-0.013883,0.016940,-0.012390,-0.014518,-0.004021
142.4099,142.4099,142.4099,0.005298,-0.038850,0.000825,-0.015319,0.003330,0.026711,-0.005791,-0.013418,0.014418,-0.012074,-0.014498,-0.007124
142.4384,142.4384,142.4384,0.005539,-0.039370,-0.001680,-0.015335,0.003409,0.021943,-0.005456,-0.013228,0.012025,-0.011752,-0.014562,-0.010108
142.4668,142.4668,142.4668,0.005542,-0.039476,-0.004273,-0.015305,0.003328,0.017111,-0.005068,-0.013118,0.009633,-0.011408,-0.014696,-0.012953
142.4953,142.4953,142.4953,0.005695,-0.039453,-0.006641,-0.015249,0.002986,0.012071,-0.004665,-0.013104,0.007203,-0.011021,-0.015010,-0.015850
142.5238,142.5238,142.5238,0.005577,-0.039499,-0.008800,-0.015232,0.002561,0.007028,-0.004290,-0.013069,0.004786,-0.010657,-0.015491,-0.018771
142.5522,142.5522,142.5522,0.005695,-0.039552,-0.010391,-0.015178,0.002108,0.002006,-0.003827,-0.013049,0.002463,-0.010268,-0.015924,-0.021481
142.5807,142.5807,142.5807,0.005432,-0.039541,-0.011887,-0.015160,0.001778,-0.002997,-0.003478,-0.012888,0.000200,-0.009918,-0.016399,-0.024208
142.6091,142.6091,142.6091,0.005369,-0.039421,-0.013658,-0.015290,0.001597,-0.008042,-0.003214,-0.012712,-0.002104,-0.009618,-0.016781,-0.027024
142.6376,142.6376,142.6376,0.005270,-0.039347,-0.015010,-0.015466,0.001519,-0.012925,-0.002969,-0.012466,-0.004356,-0.009328,-0.017118,-0.029771
142.6661,142.6661,142.6661,0.005061,-0.039262,-0.016309,-0.015732,0.001469,-0.017556,-0.002795,-0.012303,-0.006486,-0.009090,-0.017418,-0.032343
142.6945,142.6945,142.6945,0.004804,-0.038938,-0.017137,-0.016040,0.001327,-0.021978,-0.002744,-0.012270,-0.008535,-0.008862,-0.017781,-0.034785
142.7230,142.7230,142.7230,0.004423,-0.038791,-0.017922,-0.016339,0.001044,-0.026141,-0.002804,-0.012236,-0.010548,-0.008712,-0.018317,-0.037260
142.7514,142.7514,142.7514,0.003786,-0.038582,-0.019349,-0.016621,0.000747,-0.030070,-0.002847,-0.012200,-0.013320,-0.008680,-0.018803,-0.039834
142.7799,142.7799,142.7799,0.003501,-0.038063,-0.021141,-0.016868,0.000510,-0.033628,-0.002911,-0.012142,-0.015733,-0.008578,-0.019310,-0.042377
142.8084,142.8084,142.8084,0.003055,-0.037724,-0.022696,-0.016998,0.000359,-0.036926,-0.002944,-0.012031,-0.017941,-0.008506,-0.019793,-0.044748
142.8368,142.8368,142.8368,0.002507,-0.037285,-0.024206,-0.017144,0.000166,-0.040001,-0.002907,-0.011962,-0.020145,-0.008382,-0.020271,-0.046500
142.8653,142.8653,142.8653,0.002023,-0.036940,-0.025100,-0.017230,0.000022,-0.042797,-0.003051,-0.011815,-0.021732,-0.008339,-0.020679,-0.047923
142.8937,142.8937,142.8937,0.001692,-0.036603,-0.025608,-0.017337,-0.000114,-0.045372,-0.003332,-0.011669,-0.022963,-0.008474,-0.021079,-0.049045
142.9222,142.9222,142.9222,0.001035,-0.036558,-0.026267,-0.017479,-0.000242,-0.047737,-0.003685,-0.011623,-0.023997,-0.008687,-0.021341,-0.050012
142.9507,142.9507,142.9507,0.000392,-0.036294,-0.026730,-0.017596,-0.000414,-0.049840,-0.004071,-0.011688,-0.024968,-0.008875,-0.021630,-0.050967
142.9791,142.9791,142.9791,-0.000261,-0.036455,-0.026970,-0.017662,-0.000606,-0.051840,-0.004431,-0.011780,-0.025970,-0.009075,-0.021787,-0.051993
143.0076,143.0076,143.0076,-0.000992,-0.036549,-0.027131,-0.017725,-0.000875,-0.053654,-0.004770,-0.011841,-0.026977,-0.009281,-0.021907,-0.052881
143.0360,143.0360,143.0360,-0.001334,-0.036837,-0.026740,-0.017734,-0.001281,-0.055333,-0.005107,-0.012038,-0.027880,-0.009462,-0.022065,-0.053769
143.0645,143.0645,143.0645,-0.001965,-0.036818,-0.026122,-0.017727,-0.001769,-0.056917,-0.005412,-0.012284,-0.028733,-0.009626,-0.022230,-0.054465
143.0929,143.0929,143.0929,-0.002373,-0.036893,-0.025574,-0.017597,-0.002353,-0.058409,-0.005657,-0.012534,-0.029447,-0.009787,-0.022430,-0.055062
143.1214,143.1214,143.1214,-0.003211,-0.037128,-0.025151,-0.017550,-0.002927,-0.059916,-0.005945,-0.012718,-0.030236,-0.009982,-0.022676,-0.055683
143.1499,143.1499,143.1499,-0.003602,-0.037578,-0.024752,-0.017481,-0.003530,-0.061388,-0.006215,-0.013013,-0.031072,-0.010184,-0.022783,-0.056248
143.1783,143.1783,143.1783,-0.004284,-0.038057,-0.023621,-0.017330,-0.004126,-0.062837,-0.006440,-0.013347,-0.031881,-0.010375,-0.022854,-0.056705
143.2068,143.2068,143.2068,-0.004782,-0.038569,-0.022776,-0.017171,-0.004691,-0.064363,-0.006657,-0.013646,-0.032698,-0.010576,-0.022861,-0.057139
143.2352,143.2352,143.2352,-0.005295,-0.039257,-0.021946,-0.016991,-0.005287,-0.066024,-0.006939,-0.013761,-0.033604,-0.010747,-0.022869,-0.057614
143.2637,143.2637,143.2637,-0.006025,-0.039739,-0.020966,-0.016805,-0.005760,-0.067799,-0.007143,-0.013895,-0.034589,-0.010971,-0.022816,-0.058230
143.2922,143.2922,143.2922,-0.006377,-0.040284,-0.020232,-0.016624,-0.006271,-0.069640,-0.007327,-0.014080,-0.035602,-0.011193,-0.022599,-0.058860
143.3206,143.3206,143.3206,-0.006627,-0.040755,-0.019322,-0.016520,-0.006709,-0.071572,-0.007608,-0.014266,-0.036649,-0.011420,-0.022354,-0.059457
143.3491,143.3491,143.3491,-0.007436,-0.041095,-0.018351,-0.016509,-0.007166,-0.073510,-0.007799,-0.014420,-0.037701,-0.011661,-0.022101,-0.060137
143.3775,143.3775,143.3775,-0.007938,-0.041474,-0.017794,-0.016541,-0.007602,-0.075416,-0.008010,-0.014631,-0.038675,-0.011848,-0.021736,-0.060702
143.4060,143.4060,143.4060,-0.008495,-0.041860,-0.016746,-0.016716,-0.007920,-0.077306,-0.008243,-0.014765,-0.039211,-0.012042,-0.021290,-0.061159
143.4345,143.4345,143.4345,-0.009179,-0.042258,-0.015194,-0.016934,-0.008052,-0.079040,-0.008371,-0.014908,-0.039407,-0.012156,-0.020740,-0.061178
143.4629,143.4629,143.4629,-0.009785,-0.042841,-0.013458,-0.017201,-0.008099,-0.080619,-0.008331,-0.014931,-0.039751,-0.012110,-0.020160,-0.060941
143.4914,143.4914,143.4914,-0.010302,-0.043436,-0.012142,-0.017420,-0.008029,-0.081876,-0.008264,-0.014792,-0.039615,-0.011958,-0.019503,-0.060673
143.5198,143.5198,143.5198,-0.010695,-0.043779,-0.010977,-0.017602,-0.007907,-0.082875,-0.008118,-0.014550,-0.039278,-0.011766,-0.018803,-0.060398
