time_T1_s,time_T2_s,time_T3_s,nose_T1,nose_T2,nose_T3,forehead_T1,forehead_T2,forehead_T3,left_cheek_T1,left_cheek_T2,left_cheek_T3,right_cheek_T1,right_cheek_T2,right_cheek_T3
0.0000,0.0000,0.0000,-0.038247,0.066566,0.028513,0.025575,0.154273,-0.134334,0.005347,0.148214,-0.044706,0.044501,0.162661,-0.118846
0.0285,0.0285,0.0285,-0.038316,0.066650,0.029332,0.025524,0.154363,-0.131586,0.005363,0.148332,-0.044465,0.044516,0.162697,-0.118410
0.0569,0.0569,0.0569,-0.038268,0.066800,0.027596,0.025480,0.154505,-0.133427,0.005370,0.148511,-0.045119,0.044501,0.162814,-0.120933
0.0854,0.0854,0.0854,-0.038324,0.067003,0.025883,0.025441,0.154623,-0.134176,0.005403,0.148812,-0.045202,0.044413,0.163018,-0.123066
0.1138,0.1138,0.1138,-0.038137,0.067262,0.024333,0.025427,0.154803,-0.132003,0.005458,0.149075,-0.044883,0.044360,0.163271,-0.125421
0.1423,0.1423,0.1423,-0.038231,0.067646,0.022860,0.025492,0.155033,-0.127943,0.005557,0.149574,-0.043787,0.044354,0.163743,-0.127738
0.1708,0.1708,0.1708,-0.037840,0.068310,0.020360,0.025505,0.155261,-0.124556,0.005642,0.150070,-0.042747,0.044368,0.164322,-0.131671
0.1992,0.1992,0.1992,-0.037897,0.068958,0.016523,0.025460,0.155525,-0.120824,0.005769,0.150649,-0.042187,0.044386,0.164885,-0.137506
0.2277,0.2277,0.2277,-0.038018,0.069448,0.011337,0.025469,0.155797,-0.118105,0.005904,0.151320,-0.041372,0.044400,0.165445,-0.144621
0.2561,0.2561,0.2561,-0.037654,0.070130,0.006892,0.025529,0.156084,-0.116359,0.006015,0.152031,-0.041393,0.044307,0.166007,-0.149758
0.2846,0.2846,0.2846,-0.038365,0.070702,0.002898,0.025867,0.156358,-0.113810,0.005940,0.152758,-0.040911,0.044453,0.166678,-0.158233
0.3131,0.3131,0.3131,-0.038060,0.071311,0.000171,0.026038,0.156741,-0.110336,0.006153,0.153635,-0.040388,0.044401,0.167206,-0.162235
0.3415,0.3415,0.3415,-0.038360,0.071942,-0.003322,0.026190,0.157122,-0.106108,0.006308,0.154732,-0.039230,0.044444,0.167676,-0.167075
0.3700,0.3700,0.3700,-0.038263,0.072663,-0.007724,0.026272,0.157524,-0.101689,0.006529,0.156011,-0.038704,0.044330,0.168033,-0.172288
0.3984,0.3984,0.3984,-0.038099,0.073318,-0.011091,0.026364,0.157926,-0.096930,0.006628,0.157444,-0.037287,0.044185,0.168351,-0.176191
0.4269,0.4269,0.4269,-0.038284,0.074064,-0.014486,0.026451,0.158338,-0.092189,0.006723,0.159082,-0.036402,0.043885,0.168587,-0.178760
0.4553,0.4553,0.4553,-0.038257,0.074873,-0.018471,0.026437,0.158739,-0.088778,0.006776,0.160833,-0.035556,0.043542,0.168835,-0.182824
0.4838,0.4838,0.4838,-0.038037,0.075864,-0.022201,0.026401,0.159120,-0.088053,0.006918,0.162806,-0.035197,0.043211,0.169167,-0.186095
0.5123,0.5123,0.5123,-0.037944,0.076670,-0.025355,0.026333,0.159407,-0.088379,0.006926,0.164725,-0.034843,0.042836,0.169531,-0.189786
0.5407,0.5407,0.5407,-0.037464,0.077559,-0.025906,0.026263,0.159747,-0.085525,0.007057,0.167139,-0.033912,0.042517,0.169976,-0.190405
0.5692,0.5692,0.5692,-0.036882,0.078612,-0.026024,0.026183,0.160125,-0.083487,0.007012,0.170142,-0.033264,0.042146,0.170554,-0.190968
0.5976,0.5976,0.5976,-0.036306,0.079901,-0.024830,0.026130,0.160544,-0.082047,0.007027,0.173665,-0.031905,0.041750,0.171151,-0.191197
0.6261,0.6261,0.6261,-0.035873,0.081466,-0.022345,0.026031,0.160993,-0.080701,0.007099,0.177910,-0.029950,0.041364,0.171856,-0.190827
0.6546,0.6546,0.6546,-0.035119,0.083379,-0.019266,0.025925,0.161530,-0.080042,0.007123,0.182740,-0.029099,0.041109,0.172534,-0.188447
0.6830,0.6830,0.6830,-0.034914,0.085444,-0.016987,0.025785,0.162086,-0.081104,0.007127,0.187932,-0.029627,0.040931,0.173204,-0.186736
0.7115,0.7115,0.7115,-0.034106,0.087733,-0.015431,0.025592,0.162619,-0.083142,0.007222,0.193378,-0.030005,0.040745,0.173642,-0.186510
0.7399,0.7399,0.7399,-0.033796,0.089948,-0.014311,0.025372,0.163082,-0.085920,0.007246,0.198709,-0.030502,0.040578,0.173974,-0.186656
0.7684,0.7684,0.7684,-0.033037,0.092305,-0.014358,0.025205,0.163476,-0.089692,0.007207,0.203526,-0.030528,0.040376,0.174172,-0.187588
0.7969,0.7969,0.7969,-0.032507,0.095066,-0.013595,0.024980,0.163869,-0.092305,0.007144,0.207714,-0.030877,0.040206,0.174338,-0.188844
0.8253,0.8253,0.8253,-0.031933,0.097810,-0.013066,0.024722,0.164234,-0.093850,0.007062,0.211575,-0.031146,0.040044,0.174385,-0.191458
0.8538,0.8538,0.8538,-0.031781,0.100807,-0.015514,0.024285,0.164555,-0.098406,0.007002,0.215021,-0.031642,0.039786,0.174450,-0.196095
0.8822,0.8822,0.8822,-0.031088,0.103538,-0.017982,0.023946,0.164738,-0.101964,0.006909,0.218188,-0.032526,0.039573,0.174550,-0.200656
0.9107,0.9107,0.9107,-0.030314,0.105802,-0.020544,0.023637,0.164830,-0.106371,0.006956,0.220781,-0.033659,0.039334,0.174823,-0.206295
0.9392,0.9392,0.9392,-0.029654,0.108250,-0.022935,0.023362,0.164830,-0.111020,0.006934,0.222772,-0.034332,0.039215,0.175377,-0.212403
0.9676,0.9676,0.9676,-0.029083,0.110832,-0.024297,0.023131,0.164758,-0.115605,0.006969,0.224131,-0.035939,0.039058,0.176286,-0.219041
0.9961,0.9961,0.9961,-0.028003,0.113142,-0.025235,0.022950,0.164682,-0.119738,0.007037,0.224727,-0.036721,0.038945,0.177688,-0.228516
1.0245,1.0245,1.0245,-0.027268,0.115034,-0.023338,0.022771,0.164568,-0.124251,0.006977,0.224761,-0.038332,0.038706,0.179374,-0.237205
1.0530,1.0530,1.0530,-0.026474,0.116755,-0.019378,0.022649,0.164492,-0.128113,0.006898,0.224394,-0.039721,0.038321,0.181361,-0.246264
1.0815,1.0815,1.0815,-0.025657,0.118313,-0.015378,0.022551,0.164525,-0.132232,0.006840,0.223843,-0.041867,0.037975,0.183551,-0.253498
1.1099,1.1099,1.1099,-0.024968,0.119753,-0.012800,0.022448,0.164510,-0.136214,0.006729,0.222665,-0.044058,0.037564,0.185896,-0.258474
1.1384,1.1384,1.1384,-0.024555,0.120878,-0.011941,0.022378,0.164430,-0.141630,0.006642,0.220861,-0.046364,0.037180,0.188349,-0.261286
1.1668,1.1668,1.1668,-0.024048,0.121801,-0.012080,0.022286,0.164179,-0.147386,0.006580,0.218260,-0.049674,0.036695,0.190818,-0.260437
1.1953,1.1953,1.1953,-0.023852,0.122280,-0.012083,0.022220,0.163845,-0.151969,0.006357,0.214667,-0.053552,0.036234,0.193355,-0.257557
1.2237,1.2237,1.2237,-0.023687,0.122585,-0.013882,0.022157,0.163338,-0.155764,0.006236,0.210415,-0.056432,0.035661,0.195871,-0.257301
1.2522,1.2522,1.2522,-0.023462,0.122630,-0.015469,0.022102,0.162664,-0.158737,0.006089,0.205465,-0.058303,0.035064,0.198519,-0.256412
1.2807,1.2807,1.2807,-0.023106,0.122368,-0.016696,0.022052,0.161907,-0.160787,0.005949,0.199979,-0.060688,0.034401,0.201291,-0.253752
1.3091,1.3091,1.3091,-0.022813,0.122042,-0.017298,0.022021,0.161145,-0.161650,0.005830,0.194377,-0.063244,0.033683,0.204199,-0.249232
1.3376,1.3376,1.3376,-0.022561,0.121697,-0.016339,0.021964,0.160336,-0.162258,0.005780,0.189141,-0.066023,0.032993,0.207200,-0.243837
1.3660,1.3660,1.3660,-0.022423,0.120978,-0.015104,0.021880,0.159454,-0.162662,0.005750,0.184426,-0.068476,0.032279,0.210335,-0.237096
1.3945,1.3945,1.3945,-0.022310,0.120353,-0.013077,0.021841,0.158609,-0.162762,0.005848,0.179839,-0.070764,0.031571,0.213488,-0.228890
1.4230,1.4230,1.4230,-0.021847,0.119645,-0.011459,0.021790,0.157701,-0.162405,0.005823,0.175408,-0.073027,0.030908,0.216579,-0.220156
1.4514,1.4514,1.4514,-0.021881,0.118989,-0.008683,0.021607,0.156789,-0.161596,0.005692,0.171167,-0.074821,0.030208,0.219578,-0.210654
1.4799,1.4799,1.4799,-0.021913,0.118498,-0.006540,0.021337,0.155900,-0.160678,0.005497,0.167120,-0.076261,0.029485,0.222499,-0.201010
1.5083,1.5083,1.5083,-0.022039,0.117697,-0.003586,0.021125,0.155046,-0.159618,0.005399,0.163448,-0.077737,0.028799,0.225258,-0.190226
1.5368,1.5368,1.5368,-0.021833,0.116709,-0.002063,0.020894,0.154291,-0.158138,0.005349,0.160301,-0.078778,0.028107,0.227830,-0.178151
1.5653,1.5653,1.5653,-0.021773,0.115786,-0.000533,0.020708,0.153524,-0.156297,0.005445,0.157658,-0.079586,0.027549,0.229926,-0.164124
1.5937,1.5937,1.5937,-0.021752,0.114992,-0.001755,0.020591,0.152776,-0.154043,0.005502,0.155461,-0.079981,0.027111,0.231644,-0.149444
1.6222,1.6222,1.6222,-0.021815,0.114198,-0.005283,0.020480,0.152079,-0.151222,0.005650,0.153491,-0.079921,0.026767,0.232953,-0.134507
1.6506,1.6506,1.6506,-0.021734,0.113684,-0.009066,0.020341,0.151600,-0.147833,0.005788,0.151800,-0.079331,0.026463,0.233977,-0.120065
1.6791,1.6791,1.6791,-0.021760,0.113362,-0.012360,0.020235,0.151110,-0.143693,0.006010,0.150376,-0.078386,0.026134,0.234806,-0.107840
1.7076,1.7076,1.7076,-0.021523,0.113122,-0.015194,0.020125,0.150748,-0.138699,0.006297,0.149182,-0.077097,0.025829,0.235694,-0.097651
1.7360,1.7360,1.7360,-0.021310,0.112911,-0.017520,0.019985,0.150403,-0.132677,0.006635,0.148106,-0.075001,0.025770,0.236714,-0.090306
1.7645,1.7645,1.7645,-0.020124,0.112778,-0.020510,0.019747,0.150045,-0.125967,0.007185,0.147234,-0.072390,0.026107,0.237749,-0.084385
1.7929,1.7929,1.7929,-0.018897,0.112537,-0.022591,0.019547,0.149774,-0.118382,0.007681,0.146447,-0.069326,0.026517,0.238918,-0.077997
1.8214,1.8214,1.8214,-0.017465,0.112452,-0.024409,0.019383,0.149571,-0.110260,0.008467,0.145886,-0.066026,0.027085,0.240119,-0.071223
1.8498,1.8498,1.8498,-0.016930,0.112695,-0.025492,0.019256,0.149460,-0.101817,0.009186,0.145342,-0.062372,0.027500,0.241404,-0.064247
1.8783,1.8783,1.8783,-0.016574,0.113179,-0.025810,0.019148,0.149421,-0.093308,0.009797,0.144924,-0.058705,0.027738,0.242603,-0.057172
1.9068,1.9068,1.9068,-0.016309,0.113604,-0.026042,0.019092,0.149443,-0.084659,0.010350,0.144436,-0.054928,0.027823,0.243850,-0.050019
1.9352,1.9352,1.9352,-0.015568,0.114065,-0.026076,0.019107,0.149523,-0.076049,0.010806,0.143833,-0.051125,0.027793,0.245045,-0.042707
1.9637,1.9637,1.9637,-0.015259,0.114479,-0.025796,0.019099,0.149539,-0.067506,0.011127,0.143211,-0.047429,0.027643,0.246338,-0.035472
1.9921,1.9921,1.9921,-0.015086,0.115021,-0.024979,0.019136,0.149607,-0.059185,0.011416,0.142605,-0.043776,0.027450,0.247695,-0.028371
2.0206,2.0206,2.0206,-0.014634,0.115493,-0.024121,0.019149,0.149648,-0.051074,0.011673,0.141970,-0.040490,0.027176,0.249041,-0.021453
2.0491,2.0491,2.0491,-0.014061,0.116154,-0.022996,0.019163,0.149806,-0.043160,0.011962,0.141350,-0.037238,0.026894,0.250288,-0.014535
2.0775,2.0775,2.0775,-0.013538,0.117041,-0.021726,0.019047,0.150078,-0.035479,0.012092,0.140586,-0.034078,0.026533,0.251262,-0.007516
2.1060,2.1060,2.1060,-0.013069,0.117913,-0.020070,0.018907,0.150332,-0.028097,0.012113,0.139741,-0.031085,0.026193,0.252017,-0.000637
2.1344,2.1344,2.1344,-0.012638,0.118788,-0.018887,0.018667,0.150673,-0.021091,0.012068,0.138934,-0.028272,0.025841,0.252710,0.006044
2.1629,2.1629,2.1629,-0.012178,0.119916,-0.017104,0.018392,0.151090,-0.014517,0.012108,0.137996,-0.025662,0.025504,0.253320,0.012460
2.1914,2.1914,2.1914,-0.011786,0.120970,-0.014990,0.018153,0.151511,-0.008446,0.012110,0.137102,-0.023288,0.025122,0.253915,0.018387
2.2198,2.2198,2.2198,-0.011334,0.122184,-0.012903,0.017996,0.151812,-0.002919,0.012200,0.136136,-0.021285,0.024791,0.254761,0.023727
2.2483,2.2483,2.2483,-0.010866,0.123515,-0.010714,0.017890,0.152260,0.002078,0.012232,0.135230,-0.019546,0.024489,0.255506,0.028192
2.2767,2.2767,2.2767,-0.010566,0.124743,-0.008923,0.017807,0.152605,0.006432,0.012294,0.134279,-0.018112,0.024240,0.255824,0.031765
2.3052,2.3052,2.3052,-0.010303,0.125831,-0.007112,0.017787,0.152971,0.010059,0.012261,0.133288,-0.017095,0.023808,0.255687,0.034535
2.3337,2.3337,2.3337,-0.010957,0.126728,-0.005202,0.017920,0.153358,0.013097,0.012077,0.132209,-0.016327,0.023018,0.254943,0.036729
2.3621,2.3621,2.3621,-0.011632,0.127723,-0.002877,0.018068,0.153683,0.015490,0.011949,0.131058,-0.015834,0.022226,0.253683,0.038510
2.3906,2.3906,2.3906,-0.012169,0.128393,-0.000131,0.018179,0.154064,0.017375,0.011535,0.129970,-0.015519,0.021181,0.251953,0.040048
2.4190,2.4190,2.4190,-0.012509,0.128669,0.002429,0.018274,0.154379,0.018920,0.011150,0.128989,-0.015160,0.020371,0.249795,0.041598
2.4475,2.4475,2.4475,-0.012382,0.128762,0.004772,0.018404,0.154667,0.020251,0.010803,0.128116,-0.014734,0.019777,0.247369,0.043238
2.4760,2.4760,2.4760,-0.012412,0.128938,0.007122,0.018499,0.154983,0.021385,0.010525,0.127523,-0.014238,0.019289,0.244803,0.045101
2.5044,2.5044,2.5044,-0.012657,0.129335,0.009504,0.018625,0.155304,0.022448,0.010372,0.127083,-0.013629,0.018986,0.242075,0.047092
2.5329,2.5329,2.5329,-0.012748,0.129196,0.011669,0.018744,0.155714,0.023409,0.010213,0.126647,-0.012910,0.018803,0.239009,0.049230
2.5613,2.5613,2.5613,-0.012468,0.128711,0.014108,0.018883,0.156312,0.024253,0.010245,0.125796,-0.012279,0.018699,0.235258,0.051573
2.5898,2.5898,2.5898,-0.012535,0.128074,0.016606,0.019064,0.157095,0.025012,0.010319,0.124681,-0.011570,0.018681,0.230857,0.054041
2.6182,2.6182,2.6182,-0.012674,0.127184,0.019058,0.019258,0.157837,0.025683,0.010321,0.123556,-0.010918,0.018623,0.226136,0.056637
2.6467,2.6467,2.6467,-0.012728,0.126283,0.021185,0.019483,0.158663,0.026183,0.010371,0.122589,-0.010269,0.018641,0.221483,0.059196
2.6752,2.6752,2.6752,-0.012754,0.125711,0.023037,0.019688,0.159460,0.026642,0.010501,0.121624,-0.009663,0.018719,0.216792,0.061847
2.7036,2.7036,2.7036,-0.012972,0.124878,0.025354,0.019956,0.160144,0.027114,0.010588,0.120484,-0.008982,0.018735,0.211917,0.064762
2.7321,2.7321,2.7321,-0.013077,0.123788,0.027549,0.020172,0.160732,0.027569,0.010656,0.119162,-0.008194,0.018768,0.206854,0.067924
2.7605,2.7605,2.7605,-0.013304,0.122843,0.029304,0.020224,0.161183,0.028085,0.010589,0.117647,-0.007349,0.018800,0.201523,0.071304
2.7890,2.7890,2.7890,-0.013606,0.121678,0.031398,0.020206,0.161459,0.028656,0.010501,0.115895,-0.006449,0.018759,0.195708,0.074822
2.8175,2.8175,2.8175,-0.014078,0.119941,0.033241,0.020063,0.161525,0.029227,0.010316,0.113785,-0.005514,0.018691,0.189504,0.078498
2.8459,2.8459,2.8459,-0.014363,0.118352,0.035351,0.019902,0.161536,0.029839,0.010132,0.111581,-0.004454,0.018596,0.183271,0.082239
2.8744,2.8744,2.8744,-0.014942,0.116516,0.036864,0.019767,0.161469,0.030449,0.009997,0.109317,-0.003470,0.018577,0.177022,0.085855
2.9028,2.9028,2.9028,-0.014870,0.114936,0.038531,0.019670,0.161353,0.030982,0.009969,0.107090,-0.002480,0.018543,0.171058,0.089412
2.9313,2.9313,2.9313,-0.015143,0.112860,0.039497,0.019575,0.161219,0.031452,0.009901,0.104950,-0.001501,0.018471,0.165414,0.092824
2.9598,2.9598,2.9598,-0.015453,0.111002,0.040152,0.019566,0.160956,0.031896,0.009856,0.102822,-0.000511,0.018514,0.160150,0.096149
2.9882,2.9882,2.9882,-0.015494,0.109008,0.040873,0.019580,0.160615,0.032295,0.009825,0.100738,0.000278,0.018527,0.155163,0.099285
3.0167,3.0167,3.0167,-0.015483,0.106893,0.041457,0.019592,0.160183,0.032587,0.009862,0.098701,0.000928,0.018541,0.150474,0.102078
3.0451,3.0451,3.0451,-0.015361,0.104349,0.041986,0.019664,0.159589,0.032809,0.009868,0.096599,0.001378,0.018613,0.145841,0.104419
3.0736,3.0736,3.0736,-0.015299,0.101150,0.042339,0.019675,0.158631,0.032970,0.009907,0.094559,0.001720,0.018696,0.141329,0.106419
3.1021,3.1021,3.1021,-0.015110,0.098445,0.042654,0.019708,0.157432,0.033139,0.010012,0.092652,0.001960,0.018795,0.137085,0.108073
3.1305,3.1305,3.1305,-0.015107,0.095948,0.042567,0.019729,0.156004,0.033343,0.009961,0.091236,0.002179,0.018823,0.133498,0.109352
3.1590,3.1590,3.1590,-0.014980,0.093812,0.042602,0.019760,0.154437,0.033466,0.009955,0.090220,0.002346,0.018840,0.130523,0.110497
3.1874,3.1874,3.1874,-0.014751,0.091709,0.042532,0.019809,0.152927,0.033603,0.010047,0.089372,0.002508,0.018923,0.127854,0.111332
3.2159,3.2159,3.2159,-0.014504,0.089484,0.042528,0.019878,0.151367,0.033826,0.010075,0.088643,0.002670,0.019005,0.125334,0.112039
3.2444,3.2444,3.2444,-0.014266,0.087015,0.042655,0.019956,0.149827,0.034016,0.010081,0.087925,0.002770,0.019100,0.122917,0.112528
3.2728,3.2728,3.2728,-0.013974,0.084757,0.042621,0.020016,0.148370,0.034193,0.010125,0.087416,0.002858,0.019222,0.120703,0.112709
3.3013,3.3013,3.3013,-0.013858,0.082551,0.042349,0.020102,0.146964,0.034441,0.010193,0.087115,0.002895,0.019336,0.118727,0.112647
3.3297,3.3297,3.3297,-0.013593,0.080419,0.042257,0.020258,0.145667,0.034625,0.010301,0.087099,0.002923,0.019454,0.116990,0.112408
3.3582,3.3582,3.3582,-0.013398,0.078357,0.041621,0.020396,0.144456,0.034695,0.010374,0.087223,0.002805,0.019544,0.115508,0.112011
3.3866,3.3866,3.3866,-0.013258,0.076533,0.041369,0.020529,0.143314,0.034744,0.010481,0.087478,0.002744,0.019694,0.114312,0.111715
3.4151,3.4151,3.4151,-0.013341,0.074510,0.040570,0.020628,0.142243,0.034791,0.010536,0.087744,0.002543,0.019806,0.113264,0.111318
3.4436,3.4436,3.4436,-0.012992,0.073158,0.040119,0.020704,0.141238,0.034823,0.010582,0.088093,0.002372,0.019889,0.112443,0.110920
3.4720,3.4720,3.4720,-0.013119,0.071583,0.039570,0.020669,0.140279,0.034884,0.010505,0.088498,0.002211,0.019947,0.111709,0.110615
3.5005,3.5005,3.5005,-0.012906,0.070410,0.038969,0.020575,0.139343,0.034936,0.010543,0.088789,0.002011,0.019977,0.110995,0.110188
3.5289,3.5289,3.5289,-0.012928,0.069349,0.038049,0.020355,0.138436,0.034997,0.010414,0.089078,0.001722,0.019929,0.110172,0.109550
3.5574,3.5574,3.5574,-0.012825,0.068517,0.037210,0.020121,0.137657,0.035063,0.010328,0.089306,0.001405,0.019898,0.109466,0.108686
3.5859,3.5859,3.5859,-0.013147,0.067682,0.036463,0.019894,0.137005,0.035187,0.010226,0.089479,0.001048,0.019889,0.108684,0.107629
3.6143,3.6143,3.6143,-0.013226,0.067435,0.035614,0.019686,0.136486,0.035299,0.010162,0.089647,0.000658,0.019934,0.108053,0.106432
3.6428,3.6428,3.6428,-0.013176,0.067737,0.034797,0.019570,0.136265,0.035390,0.010173,0.089695,0.000259,0.020011,0.107489,0.104914
3.6712,3.6712,3.6712,-0.012954,0.067975,0.033912,0.019494,0.136208,0.035446,0.010151,0.089721,-0.000193,0.020056,0.106969,0.103194
3.6997,3.6997,3.6997,-0.012996,0.068488,0.033079,0.019406,0.136170,0.035384,0.010219,0.089656,-0.000697,0.020182,0.106417,0.101190
3.7282,3.7282,3.7282,-0.012960,0.068689,0.031827,0.019319,0.136177,0.035324,0.010261,0.089629,-0.001290,0.020320,0.105913,0.098782
3.7566,3.7566,3.7566,-0.013005,0.069088,0.030590,0.019209,0.136168,0.035214,0.010222,0.089673,-0.002023,0.020445,0.105456,0.096121
3.7851,3.7851,3.7851,-0.012927,0.069478,0.028846,0.019137,0.136073,0.035007,0.010233,0.089635,-0.002869,0.020566,0.104977,0.093103
3.8135,3.8135,3.8135,-0.013055,0.069769,0.026496,0.019054,0.136001,0.034763,0.010227,0.089538,-0.003795,0.020644,0.104502,0.089719
3.8420,3.8420,3.8420,-0.013034,0.070092,0.024113,0.018982,0.135886,0.034421,0.010242,0.089449,-0.004867,0.020692,0.103958,0.086101
3.8705,3.8705,3.8705,-0.013143,0.070258,0.021259,0.018954,0.135773,0.033895,0.010263,0.089414,-0.006053,0.020723,0.103390,0.082205
3.8989,3.8989,3.8989,-0.012965,0.070305,0.018578,0.018932,0.135603,0.033204,0.010248,0.089301,-0.007477,0.020794,0.102729,0.078071
3.9274,3.9274,3.9274,-0.013162,0.070275,0.016121,0.018875,0.135418,0.032447,0.010218,0.089206,-0.008909,0.020897,0.101997,0.073730
3.9558,3.9558,3.9558,-0.013120,0.070124,0.013624,0.018894,0.135181,0.031510,0.010052,0.089136,-0.010511,0.020925,0.101273,0.069110
3.9843,3.9843,3.9843,-0.013318,0.069911,0.011141,0.018932,0.134870,0.030398,0.009821,0.089074,-0.012214,0.020764,0.100463,0.064325
4.0127,4.0127,4.0127,-0.013423,0.069482,0.009028,0.018940,0.134529,0.029119,0.009460,0.088882,-0.014025,0.020572,0.099575,0.059454
4.0412,4.0412,4.0412,-0.013709,0.069029,0.006765,0.018949,0.134118,0.027683,0.009071,0.088630,-0.016012,0.020282,0.098554,0.054399
4.0697,4.0697,4.0697,-0.013999,0.068680,0.004843,0.018968,0.133630,0.026158,0.008600,0.088385,-0.017937,0.020035,0.097482,0.049507
4.0981,4.0981,4.0981,-0.014294,0.067840,0.003351,0.018979,0.133170,0.024607,0.008164,0.088139,-0.019689,0.019823,0.096286,0.044954
4.1266,4.1266,4.1266,-0.014600,0.066998,0.001359,0.018937,0.132651,0.023023,0.007666,0.087839,-0.021326,0.019578,0.094959,0.040655
4.1550,4.1550,4.1550,-0.014741,0.066301,-0.001244,0.018857,0.132017,0.021403,0.007125,0.087501,-0.022839,0.019253,0.093573,0.036503
4.1835,4.1835,4.1835,-0.014934,0.065091,-0.003477,0.018687,0.131293,0.019837,0.006512,0.087112,-0.024155,0.018856,0.091875,0.032634
4.2120,4.2120,4.2120,-0.015440,0.063733,-0.005482,0.018403,0.130524,0.018411,0.005809,0.086783,-0.025376,0.018375,0.090065,0.029208
4.2404,4.2404,4.2404,-0.016143,0.062365,-0.007370,0.018066,0.129657,0.017108,0.005076,0.086424,-0.026358,0.017885,0.088150,0.026085
4.2689,4.2689,4.2689,-0.016328,0.060762,-0.008945,0.017791,0.128752,0.016035,0.004312,0.086105,-0.027177,0.017372,0.086179,0.023369
4.2973,4.2973,4.2973,-0.016651,0.059444,-0.010281,0.017554,0.127831,0.015205,0.003673,0.085765,-0.027769,0.016884,0.084189,0.021202
4.3258,4.3258,4.3258,-0.016964,0.057900,-0.011820,0.017348,0.126851,0.014567,0.003091,0.085395,-0.028072,0.016432,0.082052,0.019581
4.3543,4.3543,4.3543,-0.017318,0.056364,-0.012219,0.017166,0.125836,0.014221,0.002540,0.084916,-0.028182,0.016012,0.079885,0.018507
4.3827,4.3827,4.3827,-0.017676,0.054967,-0.012175,0.016996,0.124780,0.014056,0.002015,0.084417,-0.028111,0.015640,0.077635,0.018025
4.4112,4.4112,4.4112,-0.017883,0.053299,-0.011613,0.016835,0.123696,0.014223,0.001425,0.083985,-0.027801,0.015298,0.075474,0.018057
4.4396,4.4396,4.4396,-0.018191,0.051885,-0.010701,0.016659,0.122574,0.014659,0.000892,0.083438,-0.027186,0.014985,0.073291,0.018661
4.4681,4.4681,4.4681,-0.018512,0.049901,-0.009660,0.016505,0.121482,0.015303,0.000419,0.082881,-0.026301,0.014723,0.071174,0.019804
4.4966,4.4966,4.4966,-0.018656,0.048171,-0.008618,0.016370,0.120385,0.016097,0.000013,0.082299,-0.025295,0.014446,0.069198,0.021293
4.5250,4.5250,4.5250,-0.018765,0.046588,-0.007388,0.016250,0.119341,0.017140,-0.000324,0.081723,-0.024073,0.014214,0.067207,0.023105
4.5535,4.5535,4.5535,-0.018580,0.045062,-0.005836,0.016153,0.118359,0.018290,-0.000586,0.081141,-0.022658,0.014245,0.065331,0.025260
4.5819,4.5819,4.5819,-0.018536,0.043354,-0.004844,0.016075,0.117404,0.019593,-0.000767,0.080628,-0.021096,0.014314,0.063572,0.027681
4.6104,4.6104,4.6104,-0.018382,0.041580,-0.003501,0.015994,0.116557,0.021107,-0.000889,0.080156,-0.019333,0.014430,0.061985,0.030339
4.6389,4.6389,4.6389,-0.018192,0.039630,-0.002297,0.015926,0.115801,0.022744,-0.001015,0.079657,-0.017499,0.014575,0.060477,0.033091
4.6673,4.6673,4.6673,-0.017987,0.038010,-0.001108,0.015884,0.115081,0.024385,-0.001092,0.079135,-0.015697,0.014639,0.059163,0.035767
4.6958,4.6958,4.6958,-0.017776,0.036883,0.000508,0.015883,0.114383,0.026081,-0.001129,0.078653,-0.014005,0.014771,0.057901,0.038409
4.7242,4.7242,4.7242,-0.017598,0.035440,0.003110,0.015843,0.113755,0.027736,-0.001130,0.078203,-0.012276,0.014960,0.056798,0.041197
4.7527,4.7527,4.7527,-0.017470,0.034145,0.005134,0.015802,0.113223,0.029348,-0.001065,0.077729,-0.010682,0.015131,0.055998,0.043885
4.7811,4.7811,4.7811,-0.017234,0.033114,0.007407,0.015813,0.112783,0.030847,-0.001028,0.077204,-0.009210,0.015347,0.055378,0.046595
4.8096,4.8096,4.8096,-0.016885,0.032381,0.009650,0.015785,0.112526,0.032229,-0.001002,0.076767,-0.007847,0.015552,0.055206,0.049298
4.8381,4.8381,4.8381,-0.016853,0.032039,0.011664,0.015663,0.112452,0.033445,-0.000996,0.076710,-0.006602,0.015614,0.055550,0.051921
4.8665,4.8665,4.8665,-0.016565,0.031605,0.013713,0.015464,0.112556,0.034462,-0.001089,0.076950,-0.005516,0.015653,0.056249,0.054291
4.8950,4.8950,4.8950,-0.016380,0.031624,0.015623,0.015209,0.112764,0.035357,-0.001194,0.077570,-0.004611,0.015699,0.057456,0.056413
4.9234,4.9234,4.9234,-0.016359,0.031986,0.017124,0.014880,0.113122,0.036101,-0.001338,0.078544,-0.003773,0.015679,0.058938,0.058322
4.9519,4.9519,4.9519,-0.016343,0.033076,0.018681,0.014522,0.113526,0.036781,-0.001492,0.080027,-0.002941,0.015655,0.060722,0.060053
4.9804,4.9804,4.9804,-0.016310,0.034243,0.019972,0.014266,0.114235,0.037303,-0.001525,0.081740,-0.002173,0.015678,0.062582,0.061541
5.0088,5.0088,5.0088,-0.016086,0.035782,0.021063,0.014040,0.115394,0.037661,-0.001594,0.083967,-0.001592,0.015728,0.064705,0.062684
